26037|SOCI|026B|01|Class Matters:The Glass Ceilin|1|SS|35|Laurison, Daniel|Course|TR|1:15pm - 2:30pm|KOHL 228|$||
26042|SOCI|030B|01|Practi: Organizational Culture|1|SS|35|Charlton, Joy|Course|T|7:00pm - 10:00pm|LANGCR 112|$||
25433|SOCI|044C|01|Colloq: Contemp Socl Thry (T)|1|SS|12|Munoz, Braulio|Course|T|1:15pm - 4:00pm|KOHL 236|$|Eligible for INTP program.|
26149|SOCI|071B|01|Strategy-Non-Violent Strug (W)|1|SS, W|12|Smithey, Lee|Course|R|1:15pm - 4:00pm|LANGCR 106|$|Cross-listed w ith PEAC 071B.|
25122|SOCI|095|A|Independent Study|0.5||5|STAFF|Independent||||$|Credit range .5-1. See Dept Admin Asst to register.|
26039|SOCI|148|A|Tpcs in Political Sociol(T)(1)|1|SS|12|Johnson, Nina|Course|W|1:15pm - 4:00pm|KOHL 236|$|Double-graded seminar. BOTH SECTIONS required.|
26040|SOCI|148|B|Tpcs in Political Sociol(T)(2)|1|SS|12|Johnson, Nina|Seminar2|W|1:15pm - 4:00pm|KOHL 236|$|Double-graded seminar. BOTH SECTIONS required.|
23680|SPAN|002|01|Intensive 1st Year Spanish|1.5|HU|15|Gras-Velazquez, Adrian|Language|TR|8:30am - 9:45am|KOHL 330|$|Accelerated w /extra credit. Students must register for one drill section A or B below .|
25029|SPAN|002|02|Intensive 1st Year Spanish|1.5|HU|15|STAFF|Language|TR|9:55am - 11:10am|KOHL 202|$|Accelerated w /extra credit. Students must register for one drill section A or B below .|
23681|SPAN|002|A|Inten 1st Year Spanish-Drill|0||10|Chindemi Vila, Julia|Drill|MWF|8:30am - 9:20am|KOHL 330|$||
24541|SPAN|002|B|Inten 1st Year Spanish-Drill|0||10|Chindemi Vila, Julia|Drill|MWF|9:30am - 10:20am|KOHL 330|$||
25389|SPAN|002|C|Inten 1st Year Spanish-Drill|0||10|Chindemi Vila, Julia|Drill|MWF|10:30am - 11:20am|KOHL 302|$||
23683|SPAN|003|01|Intensive Intermediate Spanish|1.5|HU|30|Cohen, Eli|Language|TR|11:20am - 12:35pm|KOHL 302|$|Accelerated w /extra credit. Students must register for one drill section A-C below .|
25390|SPAN|003|A|Inten Intermed Spanish- Drill|0||10|Vargas, Patricia|Drill|MWF|10:30am - 11:20am|KOHL 330|$||
25837|SPAN|003|B|Inten Intermed Spanish- Drill|0||10|Chindemi Vila, Julia|Drill|MWF|11:30am - 12:20pm|KOHL 330|$||
23797|SPAN|004|01|Intensive Advanced Spanish|1.5|HU|30|Diaz Diaz, Desiree|Language|TR|8:30am - 9:45am|KOHL 302|$|Accelerated w /extra credit. Students must register for one drill section A-C below .|
23687|SPAN|004|A|Intens Advanced Spanish-Drill|0||10|Vargas, Patricia|Drill|MWF|8:30am - 9:20am|KOHL 302|$||
23688|SPAN|004|B|Intens Advanced Spanish-Drill|0||10|Vargas, Patricia|Drill|MWF|9:30am - 10:20am|KOHL 302|$||
25838|SPAN|004|C|Intens Advanced Spanish- Drill|0||10|Vargas, Patricia|Drill|MWF|11:30am - 12:20pm|KOHL 302|$||
23689|SPAN|008|01|Span Conversa/Composition (W)|1|HU, W|15|Cohen, Eli|Course|TR|8:30am - 9:45am|KOHL 116|$||
23768|SPAN|011|01|Culturas de España (W)|1|HU, W|15|Gras-Velazquez, Adrian|Course|TR|9:55am - 11:10am|KOHL 330|$||
23693|SPAN|023|01|Intr literatura latinoamer (W)|1|HU, W|20|Martinez, Luciano|Course|TR|11:20am - 12:35pm|KOHL 330|$|Eligible for LALS program.|
26250|SPAN|053|01|Memorias a la deriva|1|HU|15|Diaz Diaz, Desiree|Course|TR|1:15pm - 2:30pm|KOHL 302|$|Eligible for LALS program.|
26251|SPAN|079|01|Garcia Marquez y su huella|1|HU|15|Martinez, Luciano|Course|TR|2:40pm - 3:55pm|KOHL 328|$|Eligible for LALS program.|
26254|SPAN|095|01|Culminating Exercise|0.5||25|STAFF|Course||||$|See Dept Admin Asst to register.|
26252|SPAN|105|A|Federico Garcia Lorca (1)|1|HU|10|Guardiola, María Luisa|Seminar1|W|1:15pm - 4:00pm|KOHL 318|$|Double-graded seminar. BOTH SECTIONS required.|
26253|SPAN|105|B|Federico Garcia Lorca (2)|1|HU|10|Guardiola, María Luisa|Seminar2|W|1:15pm - 4:00pm|KOHL 318|$|Double-graded seminar. BOTH SECTIONS required.|
22085|STAT|011|01|Statistical Methods I|1|NS|35|Burstein, David|Course|MWF|9:30am - 10:20am|SCI L26|$|Eligible for COGS program.|
22086|STAT|011|02|Statistical Methods I|1|NS|35|Burstein, David|Course|MWF|10:30am - 11:20am|SCI L26|$|Eligible for COGS program.|
26182|STAT|011|03|Statistical Methods I|1|NS|35|Burstein, David|Course|MWF|11:30am - 12:20pm|SCI L26|$|Eligible for COGS program.|
26183|STAT|021|01|Statistical Methods II|1|NS|35|Chen, Lu|Course|TR|9:55am - 11:10am|SCI L26|$|Eligible for COGS program.|
26184|STAT|021|02|Statistical Methods II|1|NS|35|Chen, Lu|Course|TR|11:20am - 12:35pm|SCI L26|$||
26185|STAT|041|01|Topics in Applied Statisti (W)|1|NS, W|15|Wang, Steve|Course|TR|11:20am - 12:35pm|SCI 102|$|Eligible for COGS program.|
25846|STAT|061|01|Mathematical Statistics I|1|NS|30|Wang, Steve|Course|MWF|11:30am - 12:20pm|SCI 158|$|Eligible for COGS program.|
24705|STAT|093|A|Dir Rdg:|0.5||10|STAFF|Directed Rdg||||$|See Acad Admin of Dept to register.|
23523|STAT|111|01|Mathematical Statistics II|1|NS|12|Everson, Philip|Seminar1|T|1:15pm - 4:00pm|SCI 149|$|Eligible for COGS program.|
25861|STAT|111|02|Mathematical Statistics II|1|NS|12|Everson, Philip|Seminar1|W|1:15pm - 4:00pm|SCI 102|$||
20142|STUA|001|01|Foundation Draw ing|1|HU|18|Thompson, Aaron|Studio Course|MW|9:00am - 11:00am|OLDTAR 112|$||
20145|STUA|001|02|Foundation Draw ing|1|HU|18|Marsh, Joshua|Studio Course|MW|1:15pm - 4:00pm|OLDTAR 112|$||
26093|STUA|003|01|Photography III: Altern Proces|1|HU|8|Tarver, Ron|Studio Course|TR|1:15pm - 4:00pm|OLDTAR 106|$||
22709|STUA|005|01|Photography II: Color|1|HU|8|Tarver, Ron|Studio Course|MW|1:15pm - 4:00pm|OLDTAR 106|$||
22267|STUA|007|01|Book Arts|1|HU|10|Phelan, Mary|Studio Course|TR|8:30am - 11:10am|OLDTAR 112|$||
26092|STUA|008|01|Painting I|1|HU|12|Exon, Randall|Studio Course|TR|8:30am - 11:10am|BEARDS 201|$||
26094|STUA|009|01|Life Modeling|1|HU|10|Meunier, Brian|Studio Course|TR|1:15pm - 4:00pm|BEARDS 101|$||
25868|STUA|015|01|Ceramics II:The Potter&apos;s Wheel|1|HU|8|Carpenter, Sydney|Studio Course|MW|1:15pm - 4:00pm|BEARDS 301|$||
24319|STUA|017|01|Ceramics II: Container as Arch|1|HU|8|Carpenter, Sydney|Studio Course|TR|1:15pm - 4:00pm|BEARDS 301|$||
26095|STUA|020K|01|Adv Stud: Dsgn/Scul in Dig Age|1|HU|16|Grider, Logan  & Zucker, Matthew|Studio Course|MW|1:15pm - 3:55pm|HICKS 212|$|Cross-listed w ith ENGR 001. Eligible for DGHU. See Dept Admin Asst to register.|
24984|STUA|021|01|Draw ing II: Draw ing Architectu|1|HU|8|Exon, Randall|Studio Course|TR|1:15pm - 4:00pm|BEARDS 201|$|Pre-req: STUA 001 or consent of Instructor.|
25418|STUA|022|01|Painting II: Color|1|HU|10|Grider, Logan|Studio Course|MW|9:00am - 11:00am|BEARDS 201|$|Pre-req: STUA 001 or consent of Instructor.|
20277|STUA|040|01|Senior Workshop II|1|HU|12|STAFF|Studio Course|TR|1:15pm - 4:00pm|BEARDS 309|$||["TR ","1:15pm - 4:00pm ","BEARDS 308 "]
21250|THEA|002A|01|Acting I|1|HU|18|Torra, Alex|Course|M|1:15pm - 3:15pm|MABOX THEA|$||["M ","4:15pm - 6:15pm ","MABOX THEA "]
21085|THEA|002C|01|Spec Proj: Acting|0.5||5|STAFF|||||$|By individual arrangement w ith instructor.|
24779|THEA|004A|01|Set Design|1|HU|8|Saunders, Matthew|Course|W|1:15pm - 3:15pm|LANGPA 310|$||["W ","4:15pm - 6:15pm ","LANGPA 310 "]
26045|THEA|004D|01|Integrated Media Design|1|HU|35|Matthew Saunders,|Course|R|1:15pm - 3:45pm|LANGPA 310|$||["R ","4:15pm - 6:15pm ","LANGPA 310 "]
25848|THEA|004E|01|Sound Design|1|HU|35|Atkinson, Elizabeth|Course|M|1:15pm - 3:15pm|LANGPA 310|$|Cross-listed w ith MUSI 004E.|["M ","4:15pm - 6:15pm ","LANGPA 310 "]
25951|THEA|005A|01|Spec Proj: Interdis Performanc|0.5||35|STAFF|||||$|By individual arrangement w ith instructor.|
25179|THEA|006|01|Playw riting Workshop|1|HU|35|Shaplin, Adriano|Course|W|1:00pm - 4:00pm|SCI L32|$||
26059|THEA|009C|01|FYS: Plays/Playw rghts Blk Amer|1|HU, W|12|Glover, Eric|FY Seminar|TR|9:55am - 11:10am|TROT 215|$|Cross-listed w ith ENGL 009X. Eligible for BLST program.|
25602|THEA|012|01|Acting II|1|HU|35|Torra, Alex|Course|W|1:15pm - 3:15pm|MABOX THEA|$||["W ","4:15pm - 6:15pm ","MABOX THEA "]
22963|THEA|012A|01|Intrmd Spec Proj: Acting|0.5||10|STAFF|||||$|By individual arrangement w ith instructor.|
26046|THEA|012B|01|Acting II- Voice Workshop|1|HU|12|Mackey, Adrienne|Course|W|7:00pm - 10:00pm|MABOX THEA|$||
25596|THEA|014A|01|Spec Proj: Set Design|1|HU|12|STAFF|||||$|By individual arrangement w ith instructor.|
24736|THEA|014C|01|Spec Proj: Costume Design|1|HU|5|STAFF|||||$|By individual arrangement w ith instructor.|
25873|THEA|014D|01|Spec Proj: Intgrated Media Dsg|1|HU|12|STAFF|||||$|By individual arrangement w ith instructor.|
24397|THEA|016|01|Spec Proj: Playw riting|1|HU|8|STAFF|||||$|By individual arrangement w ith instructor.|
25958|THEA|021|01|Spec Proj: Producti Dramaturgy|1|HU|12|STAFF|||||$|By individual arrangement w ith instructor.|
24235|THEA|034A|01|Spec Proj: Intrmd Set Design|1|HU|12|STAFF|||||$|By individual arrangement w ith instructor.|
25973|THEA|034B|01|Spec Proj: Intrmd Light Design|1|HU|5|STAFF|||||$|By individual arrangement w ith instructor.|
23268|THEA|034C|01|Spec Proj:Intrmd Costume Dsgn|1|HU|10|STAFF|||||$|By individual arrangement w ith instructor.|
24739|THEA|034D|01|Spec Proj: Intrmd Media Dsgn|1|HU|15|STAFF|||||$|By individual arrangement w ith instructor.|
25932|THEA|045|01|Special Project-Solo Performan|1|HU|5|STAFF|||||$|By individual arrangement w ith instructor.|
24398|THEA|051|01|Spec Proj: Adv Prod Dramaturgy|1|HU|15|STAFF|||||$|By individual arrangement w ith instructor.|
20133|THEA|055|01|Dir II-Adv Directors Workshop|1|HU|6|Stevens, K.|Performance|F|2:15pm - 6:15pm|MABOX THEA|$||
24400|THEA|053|01|Spec Proj: Advanced Practicum|1|HU|15|STAFF|||||$|By individual arrangement w ith instructor.|
20690|THEA|054|01|Adv Design: Production Studio|1|HU|8|STAFF|||||$|By individual arrangement w ith instructor.|
24653|THEA|054A|01|Spec Proj: Adv Set Design|1|HU|12|STAFF|||||$|By individual arrangement w ith instructor.|
22861|THEA|054B|01|SpecProj: Adv Lighting Design|1|HU|10|STAFF|||||$|By individual arrangement w ith instructor.|
24237|THEA|061|01|Intrmd Spec Proj: Dramaturgy|1|HU|12|STAFF|||||$|By individual arrangement w ith instructor.|
23868|THEA|064|01|Adv: Scenography,Sound,Technol1||HU|5|STAFF|||||$|By individual arrangement w ith instructor.|
23006|THEA|072|01|Adv Spec Project: Acting|0.5||10|STAFF|||||$|By individual arrangement w ith instructor.|
25559|THEA|074C|01|Spec Proj: Sr Costume Design|1|HU|5|STAFF|||||$|By individual arrangement w ith instructor.|
25051|THEA|075|01|Adv Spec Proj: Directing|1|HU|5|STAFF|||||$|By individual arrangement w ith instructor.|
23426|THEA|092|01|Off-campus Projects in Theater|1|HU|10|STAFF|||||$|By individual arrangement w ith instructor.|
20279|THEA|093|01|Directed Reading|1|HU|10|STAFF|||||$|By individual arrangement w ith instructor.|
20460|THEA|094|01|Special Projects in Theater|1|HU|5|STAFF|||||$|By individual arrangement w ith instructor.|
25183|THEA|102B|01|Capstone in Acting- Honors|1|HU|35|Torra, Alex|Performance|MTR|7:00pm - 10:00pm|LANGPA|$||
26047|THEA|121|A|Production Dramaturgy (W) (1)|1|HU, W|12|Magruder, James|Seminar1|R|1:00pm - 6:00pm|KOHL 201|$|Double-graded seminar. BOTH SECTIONS required.|
26048|THEA|121|B|Production Dramaturgy (2)|1|HU|12|Magruder, James|Seminar2|R|1:00pm - 6:00pm|KOHL 201|$|Double-graded seminar. BOTH SECTIONS required.|
